και 1170
του 778
το 711
εις 627
την 553
ο 511
να 469
η 450
της 438
τον 406
τα 358
με 266
από 256
των 252
ήτο 225
δεν 221
ρούντυ 216
the 185
επάνω 158
είναι 149
τας 145
που 136
αλλά 135
of 121
οι 121
διά 120
μέσα 112
τους 110
αι 106
εκεί 105
είχε 92
εν 89
θα 88
project 87
to 83
αυτό 80
or 78
εδώ 78
ότι 75
προς 73
ήσαν 71
κάτω 70
μπαμπέττα 70
you 69
and 68
ως 63
in 60
όταν 60
αυτός 59
a 58
μου 58
gutenbergtm 56
ένα 53
ακόμη 53
κανείς 53
όπως 52
σαν 51
είπεν 51
work 47
this 47
with 47
αυτή 46
κατά 45
όμως 41
τη 41
πολύ 40
τώρα 39
οποία 38
τόσον 37
επί 37
μόνον 37
any 37
πάγου 37
ή 36
σπίτι 36
ούτε 36
όπου 35
εκ 34
περί 33
σου 33
works 32
έχει 32
μάτια 31
μυλωθρός 31
μας 31
σάν 30
gutenberg 30
αυτήν 30
γύρω 30
οποίον 28
for 28
τι 28
γάτα 28
κάθε 27
electronic 27
έλεγεν 26
είχεν 26
μάλιστα 26
υψηλά 26
ώστε 25
δύο 25
μαζί 25
νεράιδα 25
όχι 25
φύσεως 24
πρέπει 24
κοντά 24
έξω 23
is 23
ημπορούσε 23
αυτόν 23
foundation 22
by 22
κοιλάδα 22
για 22
not 22
σε 22
μύλον 22
ς 21
terms 21
παιδί 21
πάλιν 21
εγώ 21
άνθρωποι 21
τότε 21
are 21
μία 21
μπαμπέτταν 20
if 20
έλεγε 20
be 19
ηλίου 19
στο 19
ταύτα 19
αυτά 19
είπε 19
μακράν 19
ν 18
εκάθητο 18
είχαν 18
ψυχήν 18
βουνό 18
μίαν 18
θείος 18
agreement 18
ήθελε 18
βέβαια 18
all 18
ένας 18
α 17
μόλα 17
do 17
αν 17
βουνού 17
πέραν 16
εμπρός 16
διαρκώς 16
from 16
δυο 16
may 16
πάντοτε 16
είτε 16
του· 16
χιόνι 15
states 15
είχον 15
προ 15
at 15
it 15
that 15
license 15
βαλαί 15
βεξ 15
άλλην 15
βουνά 15
έπρεπε 15
περισσότερον 15
παρά 15
donations 15
όλα 15
εφαίνετο 15
αυτών 15
δυνάμεις 15
οποίος 14
τρεις 14
αλλ 14
άνεμος 14
νερό 14
καρδιά 14
βράχου 14
βράχων 14
δι 14
ευτυχία 14
other 14
παν 13
πώς 13
είσαι 13
χέρι 13
καντόνιον 13
full 13
literary 13
copyright 13
πέρα 13
παγώνος 13
πίσω 13
σύννεφα 13
αυτού 13
archive 13
μετά 13
σκέψεις 13
μια 13
μεταξύ 12
εστέκετο 12
αέρα 12
τούτο 12
εάν 12
ζωή 12
ημπορεί 12
ποιητού 12
andersen 12
copy 12
στερεά 12
ήλιος 12
οποίαι 11
ebook 11
use 11
ήδη 11
παγώνα 11
on 11
γιατί 11
πολλάκις 11
οδόν 11
ανθρώπους 11
ίλιγγος 11
ακριβώς 11
έτσι 11
έβλεπε 11
άσμα 11
άλπεων 11
λίμνην 11
κορυφήν 11
υψηλότερα 11
ρούντυ· 11
παιδιά 11
επήρε 11
τω 11
paragraph 11
άλλα 10
έχω 10
έως 10
trademark 10
as 10
τέλος 10
no 10
must 10
δωματίου 10
refund 10
έλεγαν 10
united 10
access 10
ενώ 10
μορφήν 10
βλέμμα 10
εγίνετο 10
μητέρα 10
ησθάνετο 10
αυτής 10
βλέπει 10
καθ 10
είμαι 10
ολίγον 10
γι 10
όρη 10
μετ 10
λοιπόν 10
νέα 10
μικρός 10
μικρόν 10
can 10
information 9
κάθεται 9
εκείνο 9
ζωής 9
ιντερλάκεν 9
λαιμόν 9
άλλο 9
ημέραν 9
άλλοτε 9
βράδυ 9
εαυτόν 9
πρώτα 9
we 9
νονά 9
όλην 9
βαθείαν 9
έκαμε 9
ορέων 9
της· 9
σεις 9
μορφάς 9
μυλωθρού 9
πόσον 9
χωρίς 9
ψυχή 9
ροδανού 9
κάτι 9
χείλος 9
ποτέ 9
ήξευρε 9
εκύτταζε 9
ποιητής 9
χέρια 9
your 9
φωτιά 9
πλέον 9
αυτοί 9
παιδίον 9
πρόσωπα 9
δρόμον 9
έν 9
agree 9
public 9
συ 9
κυρία 9
θανάτου 9
set 9
πολλά 9
καλά 9
including 8
αύριον 8
οποίαν 8
οποίας 8
αμέσως 8
ε 8
μπαμπέττας 8
μικρά 8
καθόλου 8
forth 8
fee 8
διότι 8
αιγάγρων 8
συχνά 8
without 8
λέγουν 8
άλλον 8
laws 8
βράχους 8
εγέλα 8
ωραία 8
φαντασία 8
στην 8
παππού 8
σπιτάκια 8
υπό 8
μέρος 8
κυνηγός 8
φύσις 8
φως 8
domain 8
about 8
associated 8
δωμάτιον 8
πράγμα 8
δηλαδή 8
σιγιόν 8
κορυφάς 8
βαθιά 8
στιγμήν 8
υπέρ 8
πρόσωπον 8
μορφή 8
τρόπον 8
ας 8
μη 8
χρόνον 8
ακτίνες 8
1 7
ποιήσεως 7
γκρίντελβαλντ 7
ετών 7
ζωήν 7
δικός 7
αετιδέα 7
μήκος 7
εξετείνετο 7
νέαν 7
εφάνη 7
μοντρέ 7
section 7
ίσα 7
κουζίνας 7
which 7
εβάδισε 7
χείμαρρος 7
γίνεται 7
